SANTOSHINI MODI,I am in 3479﻿,5 months ago,1,No video
Muhammad Israr,I'm level 2147﻿,5 months ago,1,No video
soni production,I'm on leave 3151﻿,5 months ago,1,No video
S.M. Jahid islam,2088﻿,5 months ago,1,No video
Dolores Cedeno Bravo,en friends en el nivel 2021﻿,5 months ago,1,No video
Maria Rojo,Mi nivel es 1667﻿,5 months ago,1,No video
Juliana 24,candy. crush. juliana 23 io the most people﻿,5 months ago,1,No video
Panda Marbun,Wow level 5163 is hard level﻿,4 months ago,0,No video
Eknath Patil,All 5105 level clear﻿,4 months ago,0,No video
Abhay Singh,All finish 5105﻿,4 months ago,0,No video
Nilesh Kahar,all level clear﻿,5 months ago,0,No video
Eknath Patil,All 5045 level clear﻿,5 months ago,0,No video
SURESH KUMAR,2111﻿,5 months ago,0,No video
adarsh Mishra,I clear the final level﻿,5 months ago,0,No video
محمد أبو الزوز,5045💪👍﻿,5 months ago,0,No video
محمد أبو الزوز,💪👍5045﻿,5 months ago,0,No video
Rakesh,1716﻿,5 months ago,0,No video
mikey bikey,It's SOOOOOOO addictive! There MUST be witchcraft involved. 🧙‍♀️﻿,5 months ago,0,No video
Adam Uss,4023 level﻿,5 months ago,0,No video
atiq khamdi,4336 im Indonesian﻿,5 months ago,0,No video
Safikul Ali,Im leval 1582﻿,5 months ago,0,No video
Daleep candy crush,I am on level 4550﻿,5 months ago,0,No video
Alfie Catalan,WOW happy candy crush frdel ne﻿,5 months ago,0,No video
Panda Marbun,Passed 5105🔝﻿,4 months ago,1,https://youtube.com/watch?v=LXJmCvBNxUE
Ajaya Sahoo,4119 my level﻿,5 months ago,0,https://youtube.com/watch?v=LXJmCvBNxUE
Ajaya Sahoo,Hi..I playing 4119 level.﻿,5 months ago,0,https://youtube.com/watch?v=LXJmCvBNxUE
Sidhu Dubey,Hi﻿,5 months ago,0,https://youtube.com/watch?v=LXJmCvBNxUE
Dilshad Khan,i am 5004﻿,5 months ago,0,https://youtube.com/watch?v=LXJmCvBNxUE
YASMEEN TAJ,☺️❤❤❤☺️👍﻿,5 months ago,0,https://youtube.com/watch?v=LXJmCvBNxUE
ravi kumar,Level 5000 completed﻿,5 months ago,0,https://youtube.com/watch?v=LXJmCvBNxUE
hong thuan,very good﻿,5 months ago,0,https://youtube.com/watch?v=LXJmCvBNxUE
hong thuan,hi﻿,5 months ago,0,https://youtube.com/watch?v=LXJmCvBNxUE
Bashir Srouji,انا وصلت5015💪🏻﻿,5 months ago,0,https://youtube.com/watch?v=LXJmCvBNxUE
nikosalexia,«Ευχαριστούμε» δεν άκουσα.﻿,5 months ago,0,https://youtube.com/watch?v=LXJmCvBNxUE
The Boss,When are going to add more levels?﻿,5 months ago,0,https://youtube.com/watch?v=LXJmCvBNxUE
The Boss,I’m in level 5015﻿,5 months ago,0,https://youtube.com/watch?v=LXJmCvBNxUE
The Boss,But I have finish all the levels in Candy Crush﻿,5 months ago,0,https://youtube.com/watch?v=LXJmCvBNxUE
زول معلومات,اخر تحديث هذا﻿,5 months ago,3,No video
Ionel marius BANCIU,Un saludo desde Madrid España﻿,5 months ago,1,No video
Rosi Coronado,Candy level 1046 ✨✨💖﻿,5 months ago,1,No video
natarajan murugan,Candy crush﻿,5 months ago,1,No video
karoline Adolfsen,Candy Crush Saga﻿,5 months ago,1,No video
Risky Amalia,Candy crush Friends﻿,5 months ago,1,No video
hola :d,ricardo milos﻿,5 months ago,1,No video
XxGachaXx Gacha,Good ahh﻿,4 months ago,0,No video
Nurse Cindy 1983,Level 4996﻿,5 months ago,0,No video
computer SINGH,i  am level 1180﻿,5 months ago,0,No video
Akshat Yadav,total kitne level h﻿,5 months ago,0,No video
Scorpio Girlxo,@william how?﻿,5 months ago,0,No video
Valentin Acosta,cool﻿,5 months ago,0,No video
Louise Somai,Beste visje ter tijden﻿,5 months ago,0,No video
william,candy crush needs to stop cheating﻿,5 months ago,0,No video
Mavas Mukesh,my level candy crush 4250﻿,11 months ago,1,https://youtube.com/watch?v=3ANivBOk0X8
Mike Luciano,"tds os premios ganhos, por missões feitas, aparecem e...NÃO ganho..triste﻿",6 months ago,0,https://youtube.com/watch?v=3ANivBOk0X8
Điệp phạm,My lever candy crush 4293﻿,8 months ago,0,https://youtube.com/watch?v=3ANivBOk0X8
Mavas Mukesh,my level candy crush 4430﻿,10 months ago,0,https://youtube.com/watch?v=3ANivBOk0X8
Andressa Pereira Santoa,Oi😍﻿,10 months ago,0,https://youtube.com/watch?v=3ANivBOk0X8
mandy kuppusamy,Every time I’m awarded 30 minutes free play I never ever get to play. Every time. Very frustrating. !!﻿,11 months ago,0,https://youtube.com/watch?v=3ANivBOk0X8
Mavas Mukesh,my level candy crush 4250﻿,11 months ago,1,https://youtube.com/watch?v=vVw6ExOCuJc
linda bagent,My name is Joel﻿,1 year ago,0,https://youtube.com/watch?v=vVw6ExOCuJc
Kathleen Mullennix,What happened to space race in Candy crush saga?  I was in first place this morning by over 800 color bombs and now it’s totally gone?????? The contest should be done now and not even showing!!!!!!﻿,11 months ago,0,https://youtube.com/watch?v=b82g5xIKsCM
Lyomyr Olyver Oliveira,H﻿,11 months ago,0,https://youtube.com/watch?v=b82g5xIKsCM
;; Hedgeheod,:^﻿,1 year ago,0,https://youtube.com/watch?v=b82g5xIKsCM
Manaal Imran,Every Body And Me Liked It﻿,1 year ago,0,https://youtube.com/watch?v=b82g5xIKsCM
Emma Atkinson,I am stuck on a level it's hard can u help me﻿,9 months ago,0,https://youtube.com/watch?v=09bgmB1e-5w
Mavas Mukesh,4250﻿,11 months ago,0,https://youtube.com/watch?v=09bgmB1e-5w
Zheng Kai Ku,I got it first. I could play Candy Crush because I like it! Thanks.﻿,1 year ago,0,https://youtube.com/watch?v=09bgmB1e-5w
Zheng Kai Ku,Got a candy?﻿,1 year ago,0,https://youtube.com/watch?v=gdLI0W61MdI
Maria Badu,Sweet 🍫🍬🍭🍟🍯🍮🍥﻿,1 year ago,0,https://youtube.com/watch?v=gdLI0W61MdI
Jalal Ahmad Khan,Nice﻿,7 months ago,0,https://youtube.com/watch?v=S0a3Cbnq5Q8
Raj singh,ADItkon﻿,1 year ago,0,https://youtube.com/watch?v=S0a3Cbnq5Q8
Zheng Kai Ku,🍫🍰🎂🍭🍬🍫All of Sweets!﻿,1 year ago,0,https://youtube.com/watch?v=tB0VcefYWvo
Maria Badu,Sweet﻿,1 year ago,2,No video
Leo Karlsson,Cool﻿,1 year ago,2,No video
Jose Fernando,Cool﻿,1 year ago,2,No video
Zheng Kai Ku,我在2017年，我有玩过。﻿,1 year ago,1,No video
Adriana Pompeo,Sweet﻿,1 year ago,1,No video
林雅芬,→J﻿,1 year ago,1,No video
Noor Butt,I need it﻿,5 months ago,0,No video
Jhadeswar Patra,g﻿,1 year ago,0,No video
Adriana Pompeo,Sweet gente﻿,1 year ago,0,No video
Adriana Pompeo,Sweet﻿,1 year ago,0,No video
Adriana Pompeo,Sweet Dreams﻿,1 year ago,0,No video
Adriana Pompeo,Sweet Dreams﻿,1 year ago,0,No video
Sanjay Thawait,Canby ceresh﻿,1 year ago,1,https://youtube.com/watch?v=cbMhl3c8eVk
fahad jawai,"Hi there, my name is Mohammad Fahad Jawaid from Karachi Pakistan, I am on 3698 level... what is the last level of it????﻿",1 year ago,0,https://youtube.com/watch?v=cbMhl3c8eVk
Judi Cornfield,I'm up to level 602 and original Candy Crush game and it just came froze up. What can I do to fix this?﻿,8 months ago,0,https://youtube.com/watch?v=cdepJ6Yt0K0
Monica Emiko Hori,In crush saga level 331﻿,1 year ago,0,https://youtube.com/watch?v=cdepJ6Yt0K0
Josefa Roman Gomez,oi﻿,1 year ago,1,https://youtube.com/watch?v=ZYynsXMyJq8
Carol Ritchey,How come i don't get bonuses on Candy crush soda.?﻿,9 months ago,0,https://youtube.com/watch?v=ZYynsXMyJq8
Antonio Terrazas,Hello foto 5 years😐😐😐😐﻿,1 year ago,0,https://youtube.com/watch?v=sR73dD4ezpY
DA AWSUM ERICSON,I NEED IT﻿,1 year ago,2,No video
Kaushal Narayanbhai,I am 1250 level comlit﻿,1 year ago,1,No video
Amol Kapare,Level 3635 k update do na sir﻿,1 year ago,1,No video
Daora Noites Filmes,Sodelucious﻿,1 year ago,1,No video
Priyadarshan Maulivar,Big thing﻿,1 year ago,1,No video
Manish chauhan hii,Candy Crush retina level﻿,1 year ago,1,No video
Juan Diego Chan Rivera,Wow amazing﻿,1 year ago,1,No video
Natalia Milana,"Wow, awesome!﻿",1 year ago,1,No video
Fernanda Ramos,Tasty sugar crush﻿,1 year ago,1,No video
sayanti : prokas sardar : mondol,Osam﻿,1 year ago,0,No video
Yorgelis Hernandez,Para ver candidato crus﻿,1 year ago,0,No video
Rahul Shukla,i m in level number 3598﻿,1 year ago,2,No video
Muzamil Mansoury,Watford﻿,1 year ago,1,No video
Muzamil Mansoury,Moorgate﻿,1 year ago,0,No video
Maha Saleh,Sodalucious﻿,1 year ago,6,No video
Daora Noites Filmes,Sodelucious 😜﻿,1 year ago,5,No video
Maria Badu,SUGAR CRUSH﻿,1 year ago,5,No video
kashaf kashaf,I like this game﻿,1 year ago,4,No video
gorila 750,SUGAR CRUSH﻿,1 year ago,4,No video
Juan Diego Chan Rivera,"Candy crush saga, candy crush soda, candy crush jelly.﻿",1 year ago,3,No video
VIJAY CHAVHAN,that feeling when super hard level is easy but hard level is not passing even with booster...kill me﻿,1 year ago,2,No video
thiago antonio camargo lima,EU AMOR ESSE JOGO VL 1816﻿,1 year ago (edited),1,No video
Batseba Kristiansen,Candy crush﻿,1 year ago,1,No video
Hicham Moutaouakil,Merci﻿,1 year ago,1,No video
Avee Teak,nonono﻿,1 year ago,1,No video
Miriam Reis de Siqueira,Sugar crush﻿,1 year ago,1,No video
Maria Cruz González Mercado,Swet﻿,1 year ago,1,No video
pinky diger,"Lovely game😍😘😊 
My favorite ❤️😍 game 😍❤️﻿",4 months ago,0,No video
Juliet Coloma,I am in level 277﻿,1 year ago,0,No video
นติพงษ สุขใจ,Hassan Diane cup﻿,1 year ago,0,No video
Miriam Reis de Siqueira,Delichous swtee﻿,1 year ago,0,No video
Juan Diego Chan Rivera,*Cool and amazing*﻿,1 year ago,2,No video
Manish chauhan hii,Candy Crush hack nale wale﻿,1 year ago,1,No video
Jarrod Jomes,Candy crush saga of the﻿,1 year ago,1,No video
Nilima Baro,Hi﻿,1 year ago,1,No video
srinivasa sarma,Already  i am playing 3579 .. it so so. Cute﻿,1 year ago,1,No video
